org_name,count,in_crosswalk
"American Specialty Health, Inc",1,no
American Speech-Language Hearing Association,1,no
American Sports Builders Association (ASBA),1,no
American Sports Institute (ASI),1,no
American Staffing Association (ASA),1,no
American Staffing Association's,1,no
American Staffing Association/California Staffing Professionals,1,no
"American Standard Companies, Piscataway, New Jersey",1,no
American Standard Development Company,1,no
American Star Trailways,1,no
"American State, County and Municipal Employees",1,no
"American State, County and Municipal Workers",1,no
"American State, County, and Municipal Employees",1,no
American States Water Company,1,no
American Stock Exchange,1,no
American Stores (4/25/95),1,no
"American Stores Company (Luckys, Save-On, and Super Saver)",1,no
"American Stores, Inc. (Lucky & Sav-on)",1,no
"American Student List Company, Inc",1,no
American Subcontractor Assn,1,no
"American Subcontractor Association CA, Inc",1,no
American Subcontractor's Association - California,1,no
American Subcontractors,1,no
American Subcontractors Ass'n,1,no
"American Subcontractors Assn. California, Inc",1,no
"American Subcontractors Assn., CA",1,no
American Subcontractors Assoc. California,1,no
American Subcontractors Assoc. of CA,1,no
American Subcontractors Assoc.-CA,1,no
"American Subcontractors Association CA, Inc",1,no
"American Subcontractors Association CA, Inc. [SPONSOR",1,no
"American Subcontractors Association California, Inc. [SPONSOR",1,no
American Subcontractors Association of America,1,no
American Subcontractors Association of CA,1,no
American Subcontractors Association of California (ASAC),1,no
American Subcontractors Association of California [SPONSOR,1,no
"American Subcontractors Association, California Bay",1,no
American Subcontractors' Association of California,1,no
"American Subcontractors, Association California, Inc",1,no
American Tanning & Leather Company,1,no
American Telemedicine Association (ATA) Action,1,no
American Telephone & Telegraph,1,no
American Telephone and Telegraph,1,no
American Television and Radio Artists,1,no
American Textile Maintenance Company,1,no
American Textile Recycling Services,1,no
American Thai Institute,1,no
American Tooth Industries,1,no
American Tours International Inc,1,no
American Tower Corporation,1,no
American Tradition Chinese Medical Traumatology Association,1,no
American Traditional Chinese Medical,1,no
American Trans Air,1,no
American Transit Council,1,no
"American Transit Mix Co., Inc",1,no
American Truck and Trailer Body Co,1,no
"American Trucking Associations, INC",1,no
"American Vanpac Carriers, Inc (Lake Forest)",1,no
American Veterans (AMVETS) of California,1,no
"American Veterans (AMVETS), Department of CA",1,no
American Veterans Association,1,no
American Veterans Chamber of Commerce,1,no
American Veterans [SPONSOR,1,no
American Veterans of California (AMVETS),1,no
American Veterans of WWII,1,no
American Veterans of WWII - Korea - Vietnam,1,no
American Veterans of World War II (AMVETS),1,no
American Veterans of World War II - Korea - Vietnam (AMVETS),1,no
"American Veterans of World War II, Korea and Viet Nam",1,no
"American Veterans of World War II, Korea and Vietnam",1,no
"American Veterans, Chapter 35, Carmichael",1,no
American Vets,1,no
American Vets (AMVETS),1,no
American Victims of,1,no
American Video Communications,1,no
American Vinland Association,1,no
American Warehouse,1,no
American Waste Industries,1,no
American Water Association,1,no
American Water Company,1,no
American Water Products,1,no
American Water Works Assoc,1,no
"American Waterworks Association, California-Nevada Section",1,no
"American Waterworks Company, Inc",1,no
American Welara Pony,1,no
American Welara Pony Society,1,no
American White Water,1,no
American Wind Energy Assn CA Caucus,1,no
"American Wind Energy Association, California Caucus",1,no
American Wood Preservers Institute and the Treated Wood Council,1,no
American Working Farmcollie Asso,1,no
American Youth Association [SPONSOR,1,no
"American for Democratic Action, Southern California",1,no
"American of Federal, State, County and Municipal",1,no
American's Against Illegal Immigration,1,no
American's Health Insurance Plans (AHIP),1,no
American's United for Life,1,no
"American, California Asian Pacific, California Hispanic, Carlsbad, Greater",1,no
"American, Inc",1,no
"American, L.9119",1,no
"American, Santa Monica, and Vietnamese American",1,no
"American-Islamic Relations (CAIR), Sacramento",1,no
AmericanChecked,1,no
AmericanCoatings Association,1,no
AmericanStar Trailways,1,no
Americans Advancing Justice,1,no
Americans Advancing Justice - Asian Law Caucus,1,no
Americans Advancing Justice- Los Angeles,1,no
Americans Against,1,no
Americans Against the Legalization of Marijuana,1,no
Americans Battling Senseless Unlined,1,no
Americans Council of Engineering Companies of California,1,no
Americans For A Safe Future,1,no
Americans For Civil Rights and Equality,1,no
Americans For Financial Reform,1,no
Americans For Nonsmokers' Rights,1,no
Americans For Tax Reform,1,no
Americans For a Safe Future,1,no
Americans Health Insurance Plans,1,no
Americans United Against Destructive Driving,1,no
Americans United for,1,no
Americans United for Separation of Church & State Orange County,1,no
Americans United for Separation of Church and State Anti-Defamation League,1,no
"Americans United for the Separation of Church and State, Sacramento Chapter",1,no
Americans for A Safe Future,1,no
Americans for Civil,1,no
Americans for Civil Liberties Union of California,1,no
Americans for Civil Rights & Equality,1,no
Americans for Competitive Telecommunications (ACT),1,no
Americans for Death with Dignity (ADD,1,no
Americans for Democratic,1,no
Americans for Democratic Action Southern California,1,no
Americans for Democratic Action of Southern California,1,no
Americans for Forfeiture Reform,1,no
Americans for Medical Rights/Campaign for New Drug Policies,1,no
Americans for Non-Smoker's Rights,1,no
Americans for Non-Smokers' Rights,1,no
Americans for Open Records,1,no
Americans for Responsible Solutions Foundation,1,no
"Americans for Safe Access, Bay Area Chapter",1,no
"Americans for Safe Access, Drug Policy Alliance",1,no
"Americans for Safe Access, San Francisco Chapter",1,no
Americans for SafeAccess,1,no
Americans for Solar Power (ASPv),1,no
Americans for Solutions,1,no
"Americans for Tax Reform President, Grover G. Norquist",1,no
Americans for The Arts,1,no
Americans for Vision Care Innovation,1,no
Americans for Voluntary School Prayer,1,no
Americans for the Arts,1,no
"Americans, Greater Los Angeles Chapter",1,no
"Americans, Inc. - Greater Los Angeles Chapter",1,no
AmericansAsian Law Alliance,1,no
Americantours Intl,1,no
Americare ADHC Inc,1,no
Americas Heart Association,1,no
Americas Region of the International Life Saving Federation,1,no
Americas for Toll Global Forwarding,1,no
Americn Electronics Association,1,no
Americna Association of Retired Persons,1,no
Americna Cablevision,1,no
Americna Civil Liberties Union,1,no
Americna Electronics Association,1,no
"Americna Federation of State, County and Municipal",1,no
Americna Homeowners Resource Center,1,no
Americna Indian Education Center Directors Association,1,no
