leginfo_org,leginfo_bills,suggested_canonical,matched_name_in_crosswalk,matched_via,wratio,token_set_ratio
"London Breed, Mayor, City and County of San Francisco",1,"London N. Breed, Mayor, City and County of San Francisco","London N. Breed, Mayor, City and County of San Francisco",canonical,97.2,100.0
Lockwood perSisters,1,Lockwood per Sisters,Lockwood per Sisters,canonical,97.4,82.1
Local Emergency Medical Services Agency (County of Del Norte,1,Local Emergency Medical Services Agency (County of Del Norte),Local Emergency Medical Services Agency (County of Del Norte),canonical,100.0,99.2
Local 660 (SEIU - AFL-CIO),1,"Local 660, SEIU, AFL-CIO","Local 660, SEIU, AFL-CIO",canonical,98.0,68.0
Little Company of Mary - San Pedro Hospital,1,Little Company of Mary-San Pedro Hospital,Little Company of Mary-San Pedro Hospital,canonical,97.6,95.2
Litigation Section - State Bar,1,Litigation Section of the State Bar,"Litigation Section, State Bar",alt(alternate_spelling),98.3,94.9
"Lincoln High School, Stockton",1,Lincoln High School - Stockton,Lincoln High School - Stockton,canonical,98.3,94.9
Lightning eMotors,1,Lightning E-Motors,Lightning E-Motors,canonical,97.1,91.4
Lifelong Medical Care (Berkeley),1,"Lifelong Medical Care, Berkeley","Lifelong Medical Care, Berkeley",canonical,100.0,95.2
LifeMasters Supported Self-Care,1,Lifemasters Supported Selfcare,Lifemasters Supported Selfcare,canonical,98.4,91.8
Let's Kick Ass - AIDS Survivor Syndrome,1,Let's Kick Ass Aids Survivor Syndrome,Let's Kick Ass Aids Survivor Syndrome,canonical,97.4,92.8
Legislative Committee of the California Peace Officerso Association,1,Legislative Committee of the California Peace Officers Association,Legislative Committee of the California Peace Officers Association,canonical,99.2,99.2
Legal Aid Society of San Francisco/Employment Law Center,1,Legal Aid Society of San Francisco's Employment Law Center,Legal Aid Society of San Francisco Employment Law Center,alt(alternate_spelling),100.0,82.1
Legal Aid Society of San Francisco -- Employment Law Center,1,Legal Aid Society of San Francisco's Employment Law Center,Legal Aid Society of San Francisco's Employment Law Center,canonical,97.4,95.7
Legal Aid Society of San Francisco - Employment Law Center,1,Legal Aid Society of San Francisco's Employment Law Center,Legal Aid Society of San Francisco's Employment Law Center,canonical,98.3,96.6
"Legal Aid Society - Employment Law Center, San Francisco",1,Legal Aid Society of San Francisco's Employment Law Center,"Legal Aid Society Employment Law Center, San Francisco",alt(alternate_spelling),98.2,100.0
Legal Aid Society - Employment Law Center (San Francisco),1,Legal Aid Society of San Francisco's Employment Law Center,"Legal Aid Society Employment Law Center, San Francisco",alt(alternate_spelling),98.2,88.3
League of women Voters of California,1,League of Women Voter of California,League of Women Voter of California,canonical,98.6,95.4
League of Women voters of California,1,League of Women Voter of California,League of Women Voter of California,canonical,98.6,95.4
"League of Women Voters, Los Altos-Mountain View Area",1,League of Women Voters - Los Altos-Mountain View Area,League of Women Voters - Los Altos-Mountain View Area,canonical,99.0,97.1
League of Women Voters - Pasadena Area,1,"League of Women Voters, Pasadena Area","League of Women Voters, Pasadena Area",canonical,98.7,96.0
League of Women Voters (California),1,LEAGUE OF WOMEN VOTERS,"League of Women Voters, California",alt(chapter),100.0,95.7
"League of Volunteers-Fremont, Union City, Newark",1,"League of Volunteers-Fremont, Union","League of Volunteers - Fremont, Union City, Newark",alt(alternate_spelling),98.0,79.6
League of Human Voters California Chapter,1,LEAGUE OF HUMAN VOTERS,League of Human Voters - California Chapter,alt(chapter),97.6,100.0
League of California Cities-Orange County Division,1,LEAGUE OF CALIFORNIA CITIES,League of California Cities Orange County Division,alt(chapter),100.0,98.0
League of California Cities-African American Caucus,1,LEAGUE OF CALIFORNIA CITIES,League of California Cities African-American Caucus,alt(chapter),100.0,84.3
League of California Cities Asian & Pacific Islander Caucus,1,LEAGUE OF CALIFORNIA CITIES,League of California Cities Asian Pacific Islander Caucus,alt(chapter),98.3,100.0
League of California Cities - Redwood Empire Division,1,LEAGUE OF CALIFORNIA CITIES,League of California Cities Redwood Empire Division,alt(chapter),98.1,100.0
League of California Cities (Notice to,1,LEAGUE OF CALIFORNIA CITIES,League of California Cities (Notice to),alt(alternate_spelling),100.0,98.7
League of California After-school Providers,1,League of California Afterschool Providers,League of California Afterschool Providers,canonical,98.8,98.8
League of California After-School Providers,1,League of California Afterschool Providers,League of California Afterschool Providers,canonical,98.8,96.5
League of CA Cities - Los Angeles Division,1,Los Angeles Division of the League of California Cities,League of CA Cities Los Angeles Division,alt(alternate_spelling),97.6,100.0
League of CA Cities - Latino Caucus,1,Latino Caucus of the League of California Cities,League of CA Cities Latino Caucus,alt(alternate_spelling),97.1,100.0
Leadership Class 2002 - Redwood City/San Carlos/Belmont,1,Redwood City/San Carlos/Belmont Leadership Class 2002,Leadership Class 2002 Redwood City/San Carlos/Belmont,alt(alternate_spelling),98.1,100.0
Lawyers' Committee for Civil Rights of the San Francisco Bay Area (LCCR),1,LAWYERS' COMMITTEE FOR CIVIL RIGHTS UNDER LAW,The Lawyers' Committee for Civil Rights of the San Francisco Bay Area (LCCR),alt(chapter),97.3,100.0
Law and Legislative Committee of the California Peace Officerso association,1,Law and Legislative Committee of the California Peace Officers Association,Law and Legislative Committee of the California Peace Officers Association,canonical,99.3,85.9
Law and Legislative Committee of the California Peace Officerso Association,1,Law and Legislative Committee of the California Peace Officers Association,Law and Legislative Committee of the California Peace Officers Association,canonical,99.3,99.3
Law Offices of Christopher Sutton,1,Law Office of Christopher Sutton,Law Office of Christopher Sutton,canonical,98.5,98.5
Latinx Physicians of California (LPOC),1,Latino Physicians of California,Latino Physicians of California (LPOC),alt(alternate_spelling),97.3,97.4
Latino Service Providers-Sonoma County,1,Latino Service Providers,Latino Service Providers Sonoma County,alt(chapter),100.0,97.4
Latino Coalition for a Healthy Family,1,Latino Coalition for a Health Family,Latino Coalition for a Health Family,canonical,98.6,98.6
Last Chance for Animals - San Diego,1,San Diego Last Chance for Animals,Last Chance for Animals San Diego,alt(alternate_spelling),97.1,100.0
Larry's Autoworks (Mountain View),1,"Larry's AutoWorks, Mountain View","Larry's AutoWorks, Mountain View",canonical,100.0,64.6
Lamar Haysteck (Councilmember,1,Lamar Haysteck (Councilmember),Lamar Haysteck (Councilmember),canonical,100.0,98.3
"Lake, Mendocino and Sonoma County Office of Education",1,"Lake, Mendocino, and Sonoma County Offices of Education","Lake, Mendocino, and Sonoma County Offices of Education",canonical,98.1,98.1
Lake Isabella & Bodfish Property Owner's Association,1,Lake Isabella & Boldfish Property Owner's Association,Lake Isabella & Boldfish Property Owner's Association,canonical,99.0,99.0
Lake County Employees Association (Operating Engineers Local 3),1,"Lake County Employees Association, Inc",Lake County Employees Association (Operating Engineers Local),alt(alternate_spelling),98.4,96.8
"Ladies Auxiliary to the Veterans of Foreign Wars of the United State, Kearny Mesa Post 3788, San Diego",1,"Ladies Auxiliary to the Veterans of Foreign Wars of the United States, Kearny Mesa Post 3788, San Diego","Ladies Auxiliary to the Veterans of Foreign Wars of the United States, Kearny Mesa Post 3788, San Diego",canonical,99.5,99.5
"Laborers' International Union of North America - Local 300, AFL-CIO",1,Laborer's International Union of North America (LIUNA) Locals 777 and 792,"Laborers' International Union of North America, Local 300, AFL-CIO",alt(chapter),99.2,97.7
Laborers' International Union of North America (AFL-CIO),1,"Laborers International Union of North America, AFL-CIO","Laborers International Union of North America, AFL-CIO",canonical,99.1,96.4
Laborers Local 777 & 792,1,Laborers' Locals 777 and 792,Laborers Locals 777 & 792,alt(alternate_spelling),98.0,98.0
Laborers International Union of North America - Local,1,"Laborers' International Union of North America, Local Union 652","Laborers International Union of North America, Local",alt(alternate_spelling),99.0,97.1
Laane: A New Economy for All,1,Laane A New Economy For All,Laane A New Economy For All,canonical,98.2,83.6
La Mesa Foothills Democratic Club,1,La Mesa-Foothills Democratic Club,La Mesa-Foothills Democratic Club,canonical,100.0,84.8
La Mesa Community Church (Santa Barbara),1,Le Mesa Community Church (Santa Barbara),Le Mesa Community Church (Santa Barbara),canonical,97.4,97.5
La Casa delas Madres,1,La Casa de las Madres,La Casa de las Madres,canonical,97.6,97.6
LIUNA Locals 777& 792,1,LIUNA LOCALS 777 & 792,LIUNA LOCALS 777 & 792,canonical,97.7,69.8
LIUNA Locals 777 &792,1,LIUNA LOCALS 777 & 792,LIUNA LOCALS 777 & 792,canonical,97.7,74.4
"LIFE (California's Lesbian, Gay, Bisexual, Transgender, and HIV/AIDS Lobby & Institute",1,"LIFE: California's Lesbian, Gay, Bisexual, Transgender, and HIV/AIDS Lobby and Institute","LIFE (California's Lesbian, Gay, Bisexual, Transgender, and HIV/AIDS Lobby & Institute)",alt(alternate_spelling),100.0,99.4
LGBTQ + Rural Resource Center,1,LGBTQ+ Rural Resource Center,LGBTQ+ Rural Resource Center,canonical,98.2,94.7
"LEVELEG (Precision Solar Mounting Systems), San Diego",1,"Leveleg, Precision Solar Mounting Systems, San Diego","Leveleg, Precision Solar Mounting Systems, San Diego",canonical,99.0,81.9
LAX Costal Area Chamber of Commerce,1,LAX Coastal Area Chambers of Commerce,LAX Coastal Area Chambers of Commerce,canonical,97.2,97.2
LA's BEST [Better Educated Students for Tomorrow,1,LA's BEST [Better Educated Students for Tomorrow],LA's BEST [Better Educated Students for Tomorrow],canonical,100.0,99.0
LA County Fair: Fairplex,1,"LA County Fair, Fairplex","LA County Fair, Fairplex",canonical,100.0,95.8
L.R. Webb (Los Angeles),1,"L.R. Webb, Los Angeles","L.R. Webb, Los Angeles",canonical,100.0,75.6
L. A. Care Health Plan,1,L. A. Cares Health Plan,L. A. Cares Health Plan,canonical,97.8,97.8
Korean-American Grocers Association of California,1,Korean American Grocers Association,Korean American Grocers Association of California,alt(chapter),100.0,85.7
"Korean American Coalition, Los Angeles",1,KOREAN AMERICAN COALITION,Korean American Coalition - Los Angeles,alt(chapter),98.7,96.1
Kings-Tulare Area Agency on Aging,1,Kings/Tulare Area Agency on Aging,Kings/Tulare Area Agency on Aging,canonical,100.0,97.0
Kings /Tulare Area Agency on Aging,1,Kings/Tulare Area Agency on Aging,Kings/Tulare Area Agency on Aging,canonical,98.5,83.6
King Canyon Unified Transportation,1,Kings Canyon Unified School District,Kings Canyon Unified Transportation,alt(alternate_spelling),98.6,98.6
Kid Connection Preschool,1,Kids Connection Preschool,Kids Connection Preschool,canonical,98.0,98.0
"Kern, Inyo & Mono Counties, Central Labor Council",1,"Central Labor Council, Kern, Inyo, and Mono Counties","Kern, Inyo, Mono Counties Central Labor Council",alt(alternate_spelling),97.9,95.8
"Kern County, Fifth District - Michael J. Rubio, Supervisor",1,"Kern County, Fifth District, Michael J. Rubio, Supervisor","Kern County, Fifth District, Michael J. Rubio, Supervisor",canonical,99.1,97.4
Kenneth Norris Jr. Cancer Hospital (USC),1,"Kenneth Norris Jr. Cancer Hospital, USC","Kenneth Norris Jr. Cancer Hospital, USC",canonical,100.0,86.1
"Kenneth A. Thomas, D.C. [Eureka Square Chiropractic, Pacifica, CA",1,"Kenneth A. Thomas, D.C. [Eureka Square Chiropractic, Pacifica, CA]","Kenneth A. Thomas, D.C. [Eureka Square Chiropractic, Pacifica, CA]",canonical,100.0,99.2
Kehila Community Synagogue,1,Kehilla Community Synagogue,Kehilla Community Synagogue,canonical,98.1,98.1
KIPP: Bay Area Schools,1,KIPP,KIPP Bay Area Schools,alt(chapter),97.7,97.7
Junior Leagues of California/State Public Affairs Committee,1,"Junior Leagues of California, the State Public Affairs Committee",Junior Leagues of California State Public Affairs Committee,alt(alternate_spelling),100.0,98.3
Junior Leagues of California - State Public Affairs Committee,1,"Junior Leagues of California, the State Public Affairs Committee",Junior Leagues of California's State Public Affairs Committee,alt(alternate_spelling),98.4,96.7
Junior Leagues of California - State Public Affairs,1,Junior Leagues of California's State Public Affairs,Junior Leagues of California's State Public Affairs,canonical,98.0,96.1
