leginfo_org,leginfo_bills,suggested_canonical,matched_name_in_crosswalk,matched_via,wratio,token_set_ratio
Indivisible CA-49,1,Indivisible,Indivisible,canonical,90.0,100.0
Indivisible CA-39 (prior version),1,Indivisible,Indivisible,canonical,90.0,100.0
Indivisible CA-37 (prior version),1,Indivisible,Indivisible,canonical,90.0,100.0
Indivisible CA-33 (prior version),1,Indivisible,Indivisible,canonical,90.0,100.0
Indivisible CA-3 (prior version),1,Indivisible,Indivisible,canonical,90.0,100.0
Indivisible CA-29 Indivisible CA-37,1,Indivisible,Indivisible,canonical,90.0,100.0
Indivisible CA-29 Indivisible CA-33,1,Indivisible,Indivisible,canonical,90.0,100.0
Indivisible CA-29 (prior version),1,Indivisible,Indivisible,canonical,90.0,100.0
Indivisible CA-14,1,Indivisible,Indivisible,canonical,90.0,100.0
"Indivisible CA-12, 33, 41, 43",1,Indivisible,Indivisible,canonical,90.0,100.0
Indivisible CA Strong,1,Indivisible,Indivisible,canonical,90.0,100.0
Indivisible CA 43,1,Indivisible,Indivisible,canonical,90.0,100.0
Indivisible CA 39,1,Indivisible,Indivisible,canonical,90.0,100.0
Indivisible CA 34 Womens,1,CA 34 Womens,CA 34 Womens,canonical,90.0,100.0
Indivisible CA 34 Women,1,Indivisible,Indivisible,canonical,90.0,100.0
Indivisible CA 14,1,Indivisible,Indivisible,canonical,90.0,100.0
Indivisible CA -7,1,Indivisible,Indivisible,canonical,90.0,100.0
Indivisible CA - 43,1,Indivisible,Indivisible,canonical,90.0,100.0
Indivisible CA - 37,1,Indivisible,Indivisible,canonical,90.0,100.0
Indivisible Blossom Manor Los Gatos,1,Indivisible,Indivisible,canonical,90.0,100.0
Indivisible Beach Cities (prior version),1,Indivisible,Indivisible,canonical,90.0,100.0
Indivisible Auburn CA (prior version),1,Auburn,Auburn,canonical,90.0,100.0
Indivisible Arts,1,Indivisible,Indivisible,canonical,95.0,100.0
Indivisible Altadena,1,Indivisible,Indivisible,canonical,90.0,100.0
Indivisible Alta Pasadena (prior version),1,Indivisible,Indivisible,canonical,90.0,100.0
Indivisible 92116,1,Indivisible,Indivisible,canonical,90.0,100.0
Indivisible 41 (prior version),1,Indivisible,Indivisible,canonical,90.0,100.0
Indivisible 39,1,Indivisibile 39,Indivisibile 39,canonical,96.6,96.6
Indivisible 36 (prior version),1,Indivisible,Indivisible,canonical,90.0,100.0
Indivisible 30/Keep Sherman Accountable (prior version),1,Indivisible,Indivisible,canonical,90.0,100.0
"Indivisible 30, Keep Sherman Accountable",1,Indivisible,Indivisible,canonical,90.0,100.0
Indivisible - Ventura,1,CITY OF VENTURA,Ventura,alt(alternate_spelling),90.0,100.0
Indivisible - Sherman Oaks,1,Indivisible,Indivisible,canonical,90.0,100.0
Indivisible - San Diego Central,1,Central,Central,canonical,90.0,100.0
Indivisible - San Diego,1,Diego,Diego,canonical,90.0,100.0
Indivisible - LA Resisters,1,Indivisible,Indivisible,canonical,90.0,100.0
Indivisible - Healdsburg,1,City of Healdsburg,Healdsburg,alt(alternate_spelling),90.0,100.0
Indivisible - East Bay,1,Indivisble East Bay,Indivisble East Bay,canonical,92.7,92.7
Indivisible - Colusa County,1,Colusa,Colusa,canonical,90.0,100.0
Indivisible - Central Contra Costa County,1,Central,Central,canonical,90.0,100.0
Indivisible - CA 50th District,1,Indivisible,Indivisible,canonical,90.0,100.0
Indivisible - CA 49th District,1,Indivisible,Indivisible,canonical,90.0,100.0
Indivisible - CA 43rd,1,Indivisible,Indivisible,canonical,90.0,100.0
Indivisible - CA 39th District,1,Indivisible,Indivisible,canonical,90.0,100.0
Indivisible - CA 33rd District,1,Indivisible,Indivisible,canonical,90.0,100.0
Indivisible - CA 25th District,1,Indivisible,Indivisible,canonical,90.0,100.0
Indivisible - Blossom Manor Los Gatos,1,Indivisible,Indivisible,canonical,90.0,100.0
Indivisible - Auburn,1,Auburn,Auburn,canonical,90.0,100.0
Individuals with Disabilities Education Act (IDEA),1,Education,Education,canonical,90.0,100.0
Individuals in the Los Angeles Area,1,Angeles Area,Angeles Area,canonical,90.0,100.0
"Individual, Starr King School for Ministry",1,Starr King,Starr King,canonical,90.0,100.0
Individual psychologists,1,Psychologists for Social Responsibility,Psychologists,alt(alternate_spelling),90.0,64.9
Individual organizational members of CA Alliance of Child and Family,1,Child and Family,Child and Family,canonical,90.0,100.0
Individual nurse practitioners,1,Nurse Practitioners,Nurse Practitioners,canonical,90.0,69.4
Individual members of the State Bar Business Law,1,Business Law,Business Law,canonical,90.0,100.0
Individual letters (90),1,Advancement Via Individual Determination,Advancement Via Individual Determination,canonical,85.5,60.6
Individual letters (77),1,Advancement Via Individual Determination,Advancement Via Individual Determination,canonical,85.5,60.6
Individual letters (51),1,Advancement Via Individual Determination,Advancement Via Individual Determination,canonical,85.5,60.6
Individual letters (45),1,Advancement Via Individual Determination,Advancement Via Individual Determination,canonical,85.5,60.6
Individual letters (38),1,Advancement Via Individual Determination,Advancement Via Individual Determination,canonical,85.5,60.6
Individual letters (35),1,Advancement Via Individual Determination,Advancement Via Individual Determination,canonical,85.5,60.6
Individual letters (19),1,Advancement Via Individual Determination,Advancement Via Individual Determination,canonical,85.5,60.6
Individual letters (17),1,Advancement Via Individual Determination,Advancement Via Individual Determination,canonical,85.5,60.6
Individual letters (15),1,Advancement Via Individual Determination,Advancement Via Individual Determination,canonical,85.5,60.6
Individual letter from Los Angeles County,1,Angeles County,Angeles County,canonical,90.0,100.0
Individual judges,1,Advancement Via Individual Determination,Advancement Via Individual Determination,canonical,85.5,74.1
Individual insurance agents and brokers,1,Insurance Agents and Brokers,Insurance Agents and Brokers,canonical,95.0,74.6
Individual dentists,1,Advancement Via Individual Determination,Advancement Via Individual Determination,canonical,85.5,69.0
Individual World War II veterans from the U.S. Philippine: Army or the Philippine Scouts,1,Philippine Army or the Philippine Scouts,Army or the Philippine Scouts,alt(alternate_spelling),90.0,100.0
Individual Veterans,1,Veterans,Veterans,canonical,90.0,100.0
Individual School Districts and Schools,1,Districts,Districts,canonical,90.0,100.0
Individual Podiatrists,1,Advancement Via Individual Determination,Advancement Via Individual Determination,canonical,85.5,62.5
Individual Peninsula,1,Advancement Via Individual Determination,Advancement Via Individual Determination,canonical,85.5,66.7
Individual Licensees & Applicants,1,Applicants' Association,Applicants,alt(alternate_spelling),90.0,100.0
Individual Letters (38),1,Advancement Via Individual Determination,Advancement Via Individual Determination,canonical,85.5,60.6
Individual Letters (28),1,Advancement Via Individual Determination,Advancement Via Individual Determination,canonical,85.5,60.6
Individual Letters (22),1,Advancement Via Individual Determination,Advancement Via Individual Determination,canonical,85.5,60.6
Individual Contacts (7),1,1-800 Contacts,1-800 Contacts,canonical,85.5,72.7
Individual Artists,1,Artists,Artists,canonical,90.0,100.0
Individual - Studio Kids Management,1,Kids! Management,Kids! Management,canonical,87.1,76.9
Individual - Rick King Casting,1,Casting,Casting,canonical,90.0,100.0
Individual - Prime Casting,1,Casting,Casting,canonical,90.0,100.0
Individual - Medical Professionals Coalition Letter,1,Coalition Letter,Coalition Letter,canonical,90.0,100.0
Individual - Extra & Kids Management,1,Kids! Management,Kids! Management,canonical,87.1,76.9
Indio City Councilmember Glenn Miller,1,Indio,Indio,canonical,90.0,100.0
Indio Chamber of Commerce Brd. of Directors and Governmental Affairs & Public Policy Com,1,Public Policy,Public Policy,canonical,90.0,100.0
Indio Chamber of Commerce Board of Directors and Governmental Affairs and Public Policy Committee,1,Public Policy,Public Policy,canonical,90.0,100.0
Indigenous,1,Binacional Center for the Development of the Oaxacan Indigenous,Binacional Center for the Development of the Oaxacan Indigenous,canonical,90.0,100.0
"Indicative of the coalition, the California Apartment Association",1,CALIFORNIA APARTMENT ASSOCIATION,"California Apartment Association, California",alt(alternate_spelling),95.0,75.5
"Indians, California Environmental Law Project, Chino Greenhouses, Inc., Diocese of San Diego, Elk Valley Rancheria, Guidiville Indian",1,California Environmental Law Project,California Environmental Law Project,canonical,90.0,87.5
Indian Wells Mayor Larry Spicer,1,Indian Wells,Indian Wells,canonical,90.0,100.0
Indian Wells Groundwater Management Agency (IWGMA),1,Indian Wells,Indian Wells,canonical,90.0,100.0
Indian Valley Habitat for Humanity,1,Habitat for Humanity,Habitat for Humanity,canonical,90.0,100.0
Indi Squared (prior version),1,Indi Squared,Indi Squared,canonical,90.0,100.0
Independent automobile Dealers Association of,1,Independent Automobile Dealers Association,Independent Automobile Dealers Association,canonical,96.6,94.3
Independent Waste Oil Collectors and Transporters (Sponsors),1,Independent Waste Oil Collectors and Transporters Association,Independent Waste Oil Collectors and Transporters,alt(alternate_spelling),95.0,100.0
"Independent Waste Oil Collectors and John Gibson, Hamann Companies",1,Collectors,Collectors,canonical,90.0,100.0
Independent Voter Project (prior version),1,Independent,Independent,canonical,90.0,100.0
"Independent Power Providers, North Fork",1,Independent Power Providers,Independent Power Providers,canonical,95.0,81.8
"Independent Power Providers (IPP), North Fork",1,Independent,Independent,canonical,90.0,100.0
Independent Merging Parent Associations of California,1,Independently Merging Parent Associations of California,Independently Merging Parent Associations of California,canonical,98.1,98.1
Independent Living Program,1,Independent Living,Independent Living,canonical,95.0,100.0
"Independent Living Center of Southern California, Van Nuys Independent Living Services of Northern California, Chico",1,CENTER FOR INDEPENDENT LIVING,Independent Living Center,alt(alternate_spelling),90.0,100.0
Independent Insurance Agents,1,Independent Insurance Agents & Brokers of California,Independent Insurance Agent,alt(alternate_spelling),98.2,98.2
Independent Indivisible (INDI Squared),1,Independent,Independent,canonical,90.0,100.0
"Independent Energy, Inc. - Goldline, San Diego",1,"Goldline Independent Energy, Inc","Goldline Independent Energy, Inc",canonical,95.0,82.1
"Independent Energy Producers, California State",1,INDEPENDENT ENERGY PRODUCERS,California Independent Energy Producers,alt(chapter),95.0,91.8
Independent Energy Producers Association (previous version),1,INDEPENDENT ENERGY PRODUCERS,Independent Energy Producers Association,alt(alternate_spelling),95.0,100.0
Independent Energy Producers (committee analysis),1,Energy,Energy,canonical,90.0,100.0
Independent Automobile Dealers Assn. of CA,1,Independent Automobile Dealers Association,Independent Automobile Dealers,alt(alternate_spelling),95.0,100.0
"Independent Administrators' Association, National Electrical Contractors Association",1,"Administrators' Association, National Electrical Contractors","Administrators' Association, National Electrical Contractors",canonical,95.0,100.0
Independent Administrators Association California Association of Life Underwriters Department of Insurance,1,Association of Life Underwriters,Association of Life Underwriters,canonical,90.0,100.0
Independent Administrators Association (unable to confirm at time of writing),1,Independent,Independent,canonical,90.0,100.0
"Indeed, as the Legislative Counsel's Digest",1,Legislative Counsel,Legislative Counsel,canonical,90.0,73.3
Indeed,1,Free Indeed Ministries,Free Indeed Ministries,canonical,90.0,100.0
"Incorporation Movement, East Los Angeles Residents Association, Randy",1,East Los Angeles,East Los Angeles,canonical,90.0,100.0
"Incorporated, Los Angeles Cellular Telephone Company, MCI, Pacific Telesis Group, San Diego Gas and Electric, Southern",1,Los Angeles Cellular Telephone Company,Los Angeles Cellular Telephone Company,canonical,90.0,88.2
Incorporated,1,Air Incorporated,Air Incorporated,canonical,95.0,100.0
"Inc., Participants Trust Company, Securities and Exchange Commission, Securities Industry",1,Participants Trust Company,Participants Trust Company,canonical,90.0,81.8
Inc. Western Center on Law & Poverty,1,Center on Law and Poverty,"Center on Law & Poverty, Inc",alt(alternate_spelling),95.0,84.4
Inc. Veterans Affiliated Council,1,Veterans Affiliated Council,Veterans Affiliated Council,canonical,95.0,100.0
Inc. Veterans Advisory Council,1,Veterans Advisory Council,Veterans Advisory Council,canonical,95.0,100.0
Inc. United Food and Commercial Workers,1,Food & Commercial Workers,Food and Commercial Workers,alt(alternate_spelling),95.0,100.0
Inc. Sonoma County Law Enforcement Chiefs Association Stanislaus County Police Chiefs,1,Chiefs Association,Chiefs Association,canonical,90.0,100.0
Inc. Solution Transportation Service,1,Solution Transportation Service,Solution Transportation Service,canonical,95.0,100.0
Inc. Service Employees International Union,1,Service Employees International Union,Service Employees International Union,canonical,95.0,100.0
Inc. Rural County Representatives of California (RCRC),1,RURAL COUNTY REPRESENTATIVES OF CALIFORNIA,Rural County Representatives of California (RCRC),alt(alternate_spelling),95.0,100.0
Inc. Reis Ranch Universal Horsemanship,1,Reis Ranch Universal Horsemanship,Reis Ranch Universal Horsemanship,canonical,95.0,100.0
Inc. Outdoor Sportsmen's Coalition of California,1,Outdoor Sportsmen's Coalition of California,Outdoor Sportsmen's Coalition of California,canonical,95.0,100.0
Inc. National Pony Express Association,1,National Pony Express Association,National Pony Express Association,canonical,95.0,100.0
Inc. National Association of Social Workers,1,Association of Social Workers,Association of Social Workers,canonical,95.0,100.0
Inc. Los Angeles County Juvenile Court,1,Los Angeles County Juvenile Court,Los Angeles County Juvenile Court,canonical,95.0,100.0
Inc. Kappas Homeowners Association,1,Homeowners Association,"Homeowners Association, Inc",alt(alternate_spelling),95.0,85.2
Inc. Harbor Equity Group,1,Harbor Equity Group,Harbor Equity Group,canonical,95.0,100.0
Inc. Hanlon's Tire Service Inc,1,Hanlon's Tire Service Inc,Hanlon's Tire Service Inc,canonical,95.0,100.0
Inc. Goodwill Southern California Veterans of Foreign Wars of California (San Diego County,1,COUNTY OF SAN DIEGO,San Diego County,alt(alternate_spelling),90.0,85.7
Inc. Consulting Services,1,"LOGIN Consulting Services, Inc","LOGIN Consulting Services, Inc",canonical,95.0,85.2
Inc. Communities in Schools,1,Communities in Schools,Communities in Schools,canonical,95.0,100.0
